Participant,Worker,Overall,RecommendHiring,Colleague,Engaged,Excited,EyeContact,Smiled,SpeakingRate,NoFillers,Friendly,Paused,EngagingTone,StructuredAnswers,Calm,NotStressed,Focused,Authentic,NotAwkward,Total
pp4,A2F7D8EOTB663,6.0,6.0,6.0,7.0,6.0,7.0,6.0,5.0,7.0,6.0,6.0,6.0,5.0,6.0,5.0,7.0,5.0,6.0,108.0
pp4,A323WW03VM8089,4.0,5.0,5.0,6.0,6.0,4.0,4.0,7.0,3.0,6.0,3.0,5.0,2.0,4.0,3.0,4.0,6.0,2.0,79.0
pp4,A34M93NJC830DP,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,78.0
pp4,ABM77ZQWCHPNX,5.0,5.0,3.0,7.0,6.0,6.0,6.0,5.25,2.0,7.0,5.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,78.25
pp4,ANUXUJE8QRE0C,6.0,6.0,6.0,7.0,6.0,6.0,7.0,3.5,1.0,7.0,4.0,6.0,6.0,6.0,6.0,7.0,7.0,5.0,102.5
pp4,ARX0S1CIDJLOX,5.0,5.0,4.0,6.0,6.0,6.0,5.0,7.0,1.0,5.0,2.0,6.0,5.0,3.0,5.0,6.0,7.0,3.0,87.0
pp4,AGGR,5.35586920022,5.21676875542,5.18760171582,5.93505972289,5.5639432533,5.66567412687,5.4057934357,4.75610540662,3.4213325727,5.57474318604,5.14376084335,5.05492149733,4.42848254782,4.80916904332,4.56929341473,5.40571501276,5.87637797612,4.06534129677,91.4359530078
pp5,A1ITBXITLY2952,5.0,6.0,6.0,6.0,4.0,7.0,6.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,7.0,103.0
pp5,A1OLRUT93TXWEP,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,119.0
pp5,A1ZQ7A1CUV6RD8,6.0,5.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,1.0,7.0,7.0,7.0,5.0,7.0,109.0
pp5,A2F7D8EOTB663,5.0,6.0,6.0,7.0,4.0,7.0,1.0,3.0,7.0,5.0,7.0,4.0,5.0,6.0,6.0,7.0,6.0,6.0,98.0
pp5,A323WW03VM8089,3.0,3.0,3.0,3.0,4.0,5.0,4.0,7.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,6.0,5.0,3.0,72.0
pp5,A34M93NJC830DP,6.0,6.0,6.0,6.0,5.0,7.0,5.0,4.0,7.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,103.0
pp5,ABM77ZQWCHPNX,6.0,6.0,6.0,5.0,5.0,7.0,6.0,7.0,3.0,5.0,6.0,5.0,5.0,7.0,7.0,5.0,5.0,7.0,103.0
pp5,ANUXUJE8QRE0C,5.0,5.0,5.0,6.0,4.0,6.0,6.0,5.25,4.0,6.0,7.0,4.0,5.0,5.0,3.0,7.0,7.0,5.0,95.25
pp5,ARX0S1CIDJLOX,5.0,6.0,6.0,5.0,4.0,7.0,5.0,5.0,5.0,6.0,7.0,3.0,5.0,4.0,4.0,7.0,6.0,4.0,94.0
pp5,AGGR,5.53099344921,5.83997731953,5.89638567085,6.00762601075,4.88960961036,6.79291949644,5.17349485522,4.77527695183,5.54335619878,5.65274497157,6.18959149054,4.81992672201,5.4271945507,5.93280584464,5.51203881633,6.2597808217,5.88503807182,6.0408593716,102.169620224
pp6,A1ITBXITLY2952,4.0,4.0,3.0,4.0,2.0,6.0,5.0,4.0,1.0,4.0,2.0,2.0,5.0,7.0,7.0,6.0,5.0,5.0,76.0
pp6,A1OLRUT93TXWEP,5.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,6.0,4.0,6.0,3.0,7.0,6.0,6.0,6.0,5.0,5.0,85.0
pp6,A1ZQ7A1CUV6RD8,5.0,4.0,3.0,5.0,2.0,5.0,4.0,7.0,2.0,3.0,6.0,1.0,2.0,7.0,7.0,7.0,5.0,4.0,79.0
pp6,A2F7D8EOTB663,5.0,4.0,5.0,6.0,4.0,3.0,1.0,3.0,5.0,4.0,5.0,1.0,2.0,5.0,5.0,6.0,6.0,3.0,73.0
pp6,A323WW03VM8089,3.0,3.0,2.0,4.0,3.0,2.0,2.0,5.25,3.0,2.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,2.0,63.25
pp6,A34M93NJC830DP,4.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,67.0
pp6,ABM77ZQWCHPNX,3.0,3.0,4.0,3.0,3.0,6.0,4.0,7.0,2.0,3.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,69.0
pp6,ANUXUJE8QRE0C,3.0,4.0,4.0,6.0,4.0,3.0,3.0,5.25,3.0,3.0,4.0,2.0,3.0,2.0,3.0,5.0,3.0,3.0,63.25
pp6,ARX0S1CIDJLOX,4.0,2.0,4.0,4.0,6.0,5.0,2.0,4.0,4.0,3.0,6.0,3.0,5.0,6.0,6.0,7.0,5.0,6.0,82.0
pp6,AGGR,4.13980459531,3.89262060016,3.54827007167,4.37691790273,3.38885661114,4.27998850913,2.68245967145,4.24564731784,3.55508561879,3.39458815516,4.43525093313,2.34234890222,4.39897096422,5.28023803019,5.22232968653,5.45453980235,4.90534398962,4.16865286124,73.7119142229
pp7,A1ITBXITLY2952,7.0,7.0,6.0,6.0,5.0,7.0,6.0,4.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,114.0
pp7,A1OLRUT93TXWEP,5.0,4.0,4.0,5.0,4.0,7.0,5.0,5.0,7.0,6.0,6.0,5.0,4.0,4.0,5.0,5.0,7.0,4.0,92.0
pp7,A1ZQ7A1CUV6RD8,6.0,6.0,4.0,7.0,4.0,7.0,3.0,7.0,7.0,2.0,7.0,3.0,7.0,7.0,7.0,7.0,5.0,7.0,103.0
pp7,A2F7D8EOTB663,6.0,6.0,6.0,7.0,6.0,7.0,5.0,5.0,7.0,6.0,7.0,5.0,5.0,6.0,6.0,7.0,5.0,6.0,108.0
pp7,A323WW03VM8089,5.0,4.0,5.0,3.0,5.0,5.0,4.0,7.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,6.0,4.0,85.0
pp7,A34M93NJC830DP,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,4.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,93.0
pp7,ABM77ZQWCHPNX,4.0,4.0,4.0,7.0,4.0,7.0,7.0,7.0,2.0,4.0,7.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,84.0
pp7,ANUXUJE8QRE0C,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.25,5.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,119.25
pp7,ARX0S1CIDJLOX,5.0,6.0,6.0,6.0,6.0,7.0,5.0,5.0,7.0,6.0,6.0,6.0,7.0,6.0,5.0,7.0,5.0,5.0,106.0
pp7,AGGR,5.60869813828,5.44700778116,5.22613755155,5.73631808747,5.25718446938,6.66215791979,5.26901916913,5.21426709239,5.996112641,5.24739996472,6.10304026215,5.28492643692,5.38627905146,5.50735825183,5.53655418535,6.13581586999,5.87218944706,5.14921215503,100.639678475
pp8,A1ITBXITLY2952,6.0,6.0,5.0,6.0,3.0,6.0,6.0,4.0,1.0,4.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,94.0
pp8,A1OLRUT93TXWEP,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,4.0,89.0
pp8,A1ZQ7A1CUV6RD8,5.0,6.0,5.0,7.0,5.0,5.0,2.0,5.25,2.0,3.0,6.0,6.0,1.0,7.0,6.0,7.0,6.0,5.0,89.25
pp8,A2F7D8EOTB663,5.0,5.0,6.0,6.0,5.0,5.0,2.0,4.0,3.0,5.0,6.0,5.0,5.0,7.0,6.0,7.0,6.0,6.0,94.0
pp8,A323WW03VM8089,4.0,3.0,2.0,5.0,3.0,4.0,4.0,7.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,6.0,5.0,4.0,75.0
pp8,A34M93NJC830DP,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,78.0
pp8,ABM77ZQWCHPNX,6.0,6.0,3.0,6.0,5.0,6.0,4.0,7.0,3.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,97.0
pp8,ANUXUJE8QRE0C,6.0,6.0,6.0,7.0,5.0,4.0,5.0,5.25,3.0,6.0,7.0,3.0,5.0,6.0,5.0,7.0,6.0,6.0,98.25
pp8,ARX0S1CIDJLOX,6.0,6.0,5.0,6.0,5.0,7.0,4.0,6.0,1.0,5.0,7.0,5.0,6.0,6.0,5.0,6.0,5.0,4.0,95.0
pp8,AGGR,5.31921494027,4.93431503697,4.662707845,5.68968617665,4.14384305604,5.03896536466,4.04109410049,4.86765381989,2.44644968934,4.34221826456,5.81101424064,4.70188853482,4.98336118463,5.83932963244,5.28128312026,6.04246801665,5.65413489069,5.11778231423,88.9174102282
pp10,A1ITBXITLY2952,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,1.0,4.0,6.0,5.0,4.0,4.0,5.0,5.0,6.0,4.0,77.0
pp10,A1OLRUT93TXWEP,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,80.0
pp10,A1ZQ7A1CUV6RD8,4.0,3.0,3.0,5.0,1.0,2.0,4.0,5.25,2.0,5.0,3.0,5.0,2.0,7.0,6.0,7.0,7.0,4.0,75.25
pp10,A2F7D8EOTB663,5.0,5.0,6.0,6.0,7.0,7.0,3.0,4.0,1.0,5.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,99.0
pp10,A323WW03VM8089,5.0,4.0,5.0,3.0,4.0,4.0,3.0,7.0,1.0,3.0,4.0,5.0,3.0,3.0,2.0,5.0,5.0,2.0,68.0
pp10,A34M93NJC830DP,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,78.0
pp10,ABM77ZQWCHPNX,3.0,3.0,4.0,3.0,7.0,6.0,3.0,7.0,1.0,4.0,6.0,4.0,3.0,6.0,6.0,4.0,5.0,4.0,79.0
pp10,ANUXUJE8QRE0C,5.0,5.0,5.0,6.0,6.0,7.0,3.0,5.25,1.0,6.0,7.0,4.0,4.0,5.0,3.0,7.0,7.0,5.0,91.25
pp10,ARX0S1CIDJLOX,5.0,5.0,5.0,6.0,6.0,4.0,2.0,4.0,2.0,5.0,7.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,86.0
pp10,AGGR,4.43933306839,4.14696411905,4.5620510515,4.45921117272,4.86662689508,5.13537722963,3.70580063078,4.54939995188,1.71108729165,4.70548582512,5.26672814384,4.36088539963,4.16198686326,5.10196911668,4.88762089044,5.30224883835,5.6273810842,4.4553520378,81.44550961
pp11,A1ITBXITLY2952,6.0,6.0,6.0,6.0,4.0,5.0,4.0,4.0,2.0,5.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,96.0
pp11,A1OLRUT93TXWEP,6.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,4.0,5.0,6.0,5.0,6.0,4.0,3.0,5.0,6.0,5.0,90.0
pp11,A1ZQ7A1CUV6RD8,6.0,5.0,6.0,7.0,6.0,5.0,2.0,5.25,2.0,4.0,7.0,2.0,2.0,7.0,7.0,7.0,6.0,5.0,91.25
pp11,A2F7D8EOTB663,6.0,5.0,5.0,6.0,5.0,7.0,6.0,5.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,106.0
pp11,A323WW03VM8089,4.0,4.0,5.0,4.0,4.0,4.0,3.0,7.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,6.0,4.0,79.0
pp11,A34M93NJC830DP,6.0,5.0,5.0,6.0,5.0,6.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,99.0
pp11,ABM77ZQWCHPNX,4.0,4.0,4.0,3.0,5.0,5.0,2.0,7.0,7.0,5.0,7.0,5.0,5.0,7.0,7.0,5.0,6.0,6.0,94.0
pp11,ANUXUJE8QRE0C,6.0,6.0,7.0,7.0,5.0,3.0,7.0,5.25,2.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,106.25
pp11,ARX0S1CIDJLOX,7.0,7.0,7.0,7.0,5.0,7.0,6.0,4.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,5.0,114.0
pp11,AGGR,5.81716563238,5.26887499625,5.46611663934,5.71614158498,4.81586040075,5.20239786443,4.67732814906,5.00564796629,4.44347345714,5.30613449428,6.35161124181,5.55037114512,5.65383731953,5.26714385237,5.27173120492,5.94954998278,6.14885632085,5.4363520213,97.3485942736
pp12,A1ITBXITLY2952,6.0,6.0,6.0,6.0,5.0,6.0,7.0,4.0,4.0,6.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,103.0
pp12,A1OLRUT93TXWEP,5.0,5.0,6.0,6.0,6.0,6.0,7.0,5.0,4.0,7.0,5.0,5.0,6.0,4.0,4.0,5.0,7.0,4.0,97.0
pp12,A1ZQ7A1CUV6RD8,4.0,4.0,4.0,6.0,5.0,5.0,5.0,5.25,3.0,5.0,7.0,5.0,3.0,6.0,6.0,6.0,6.0,6.0,91.25
pp12,A2F7D8EOTB663,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,7.0,7.0,5.0,4.0,6.0,6.0,7.0,6.0,6.0,104.0
pp12,A323WW03VM8089,4.0,4.0,6.0,5.0,4.0,4.0,5.0,7.0,4.0,5.0,5.0,5.0,4.0,6.0,5.0,5.0,6.0,4.0,88.0
pp12,A34M93NJC830DP,5.0,5.0,5.0,5.0,4.0,6.0,6.0,4.0,6.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,91.0
pp12,ABM77ZQWCHPNX,4.0,4.0,4.0,6.0,5.0,5.0,3.0,7.0,3.0,6.0,7.0,6.0,4.0,3.0,3.0,5.0,7.0,4.0,86.0
pp12,ANUXUJE8QRE0C,6.0,6.0,6.0,7.0,6.0,5.0,6.0,5.25,5.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,113.25
pp12,ARX0S1CIDJLOX,6.0,7.0,6.0,7.0,6.0,5.0,7.0,7.0,7.0,6.0,5.0,7.0,6.0,3.0,6.0,7.0,7.0,6.0,111.0
pp12,AGGR,5.13819640403,5.21246664493,5.55722545583,5.87726145244,5.04697483866,5.59993581176,6.10871352539,5.17556654474,4.70619991405,6.03311748841,6.0996045856,5.0800839976,5.2092662769,5.12008565085,5.27664916174,5.76206421575,6.17552714292,5.09840630363,98.2773454152
pp13,A1ITBXITLY2952,4.0,4.0,4.0,5.0,3.0,6.0,4.0,2.0,5.0,4.0,7.0,3.0,5.0,6.0,5.0,6.0,5.0,4.0,82.0
pp13,A1OLRUT93TXWEP,2.0,2.0,4.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,7.0,2.0,4.0,4.0,2.0,4.0,5.0,1.0,56.0
pp13,A1ZQ7A1CUV6RD8,6.0,7.0,6.0,7.0,5.0,7.0,2.0,7.0,6.0,1.0,7.0,3.0,5.0,7.0,7.0,7.0,4.0,7.0,101.0
pp13,A2F7D8EOTB663,6.0,6.0,6.0,6.0,6.0,7.0,2.0,4.0,5.0,4.0,7.0,4.0,5.0,6.0,6.0,7.0,6.0,6.0,99.0
pp13,A323WW03VM8089,3.0,2.0,2.0,4.0,3.0,3.0,4.0,5.25,4.0,2.0,4.0,2.0,3.0,5.0,3.0,6.0,6.0,2.0,63.25
pp13,A34M93NJC830DP,5.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,6.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,81.0
pp13,ABM77ZQWCHPNX,4.0,4.0,4.0,2.0,2.0,6.0,4.0,7.0,2.0,4.0,6.0,2.0,4.0,4.0,4.0,4.0,4.0,6.0,73.0
pp13,ANUXUJE8QRE0C,5.0,5.0,4.0,6.0,2.0,6.0,6.0,7.0,3.0,6.0,7.0,2.0,3.0,4.0,5.0,6.0,6.0,2.0,85.0
pp13,ARX0S1CIDJLOX,5.0,5.0,6.0,6.0,6.0,7.0,6.0,4.0,5.0,5.0,7.0,3.0,6.0,5.0,3.0,6.0,5.0,4.0,94.0
pp13,AGGR,4.29498917982,4.28515031934,4.36250524479,4.61619161766,3.41512086304,4.9948436111,3.57619241227,4.31410610842,4.68970797264,3.71637526661,6.32825795892,2.74396947155,4.56058517871,5.09733412477,4.37715778812,5.50384497935,5.13894108995,3.73667098068,79.7519441677
pp14,A1ITBXITLY2952,6.0,6.0,6.0,7.0,6.0,6.0,7.0,5.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,114.0
pp14,A1OLRUT93TXWEP,7.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,116.0
pp14,A1ZQ7A1CUV6RD8,4.0,5.0,3.0,5.0,6.0,5.0,5.0,5.25,2.0,6.0,7.0,7.0,2.0,7.0,7.0,6.0,6.0,7.0,95.25
pp14,A2F7D8EOTB663,6.0,5.0,6.0,7.0,6.0,5.0,4.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,5.0,105.0
pp14,A323WW03VM8089,5.0,5.0,4.0,6.0,5.0,3.0,4.0,7.0,5.0,5.0,4.0,6.0,5.0,4.0,4.0,5.0,6.0,6.0,89.0
pp14,A34M93NJC830DP,6.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,7.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,103.0
pp14,ABM77ZQWCHPNX,4.0,4.0,4.0,6.0,6.0,6.0,6.0,7.0,7.0,5.0,5.0,6.0,4.0,7.0,7.0,5.0,6.0,7.0,102.0
pp14,ANUXUJE8QRE0C,7.0,7.0,7.0,7.0,7.0,6.0,7.0,3.5,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,118.5
pp14,ARX0S1CIDJLOX,6.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,6.0,7.0,4.0,7.0,114.0
pp14,AGGR,5.9406253668,5.78476933083,5.61262214707,6.55328333648,5.87726145244,5.70229901218,6.07032518695,5.40331120354,6.03985252038,6.39995241196,5.92193874148,6.20526467218,5.90207890505,5.63264672082,6.02975818229,6.30683864478,6.19547364319,6.32504926142,107.90335074
pp15,A1ITBXITLY2952,3.0,3.0,4.0,4.0,3.0,5.0,6.0,2.0,1.0,5.0,6.0,2.0,3.0,5.0,6.0,5.0,4.0,5.0,72.0
pp15,A1OLRUT93TXWEP,6.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,6.0,5.0,5.0,6.0,6.0,4.0,90.0
pp15,A1ZQ7A1CUV6RD8,5.0,5.0,5.0,7.0,2.0,3.0,6.0,7.0,2.0,5.0,4.0,5.0,7.0,7.0,7.0,6.0,6.0,6.0,95.0
pp15,A2F7D8EOTB663,5.0,4.0,5.0,6.0,5.0,6.0,4.0,4.0,5.0,5.0,6.0,5.0,4.0,6.0,6.0,7.0,6.0,5.0,94.0
pp15,A323WW03VM8089,3.0,3.0,3.0,5.0,5.0,2.0,3.0,7.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,60.0
pp15,A34M93NJC830DP,4.0,4.0,4.0,6.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,79.0
pp15,ABM77ZQWCHPNX,5.0,5.0,5.0,5.0,3.0,3.0,6.0,7.0,3.0,7.0,7.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,94.0
pp15,ANUXUJE8QRE0C,5.0,5.0,6.0,6.0,5.0,2.0,7.0,7.0,2.0,7.0,4.0,5.0,5.0,5.0,6.0,6.0,7.0,5.0,95.0
pp15,ARX0S1CIDJLOX,2.0,1.0,3.0,3.0,2.0,4.0,5.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,2.0,4.0,6.0,1.0,48.0
pp15,AGGR,4.26045910577,3.89965423668,4.41390277917,5.18673046062,4.13475256088,3.97192892504,5.19287067686,4.03751462017,3.15028052238,5.19951210392,5.15224331077,3.73476644613,3.77148901234,4.80808558652,5.05697240524,5.18848519214,5.3218953104,4.38693024675,80.8684735018
pp16,A1ITBXITLY2952,5.0,5.0,6.0,6.0,5.0,5.0,6.0,4.0,3.0,7.0,5.0,6.0,4.0,6.0,6.0,6.0,7.0,6.0,98.0
pp16,A1OLRUT93TXWEP,6.0,6.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,4.0,6.0,4.0,5.0,6.0,5.0,5.0,6.0,4.0,87.0
pp16,A1ZQ7A1CUV6RD8,6.0,6.0,6.0,7.0,4.0,5.0,4.0,7.0,5.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,109.0
pp16,A2F7D8EOTB663,6.0,6.0,5.0,7.0,6.0,7.0,5.0,5.0,6.0,5.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,111.0
pp16,A323WW03VM8089,4.0,5.0,5.0,2.0,6.0,5.0,4.0,5.25,4.0,6.0,4.0,5.0,3.0,5.0,4.0,5.0,7.0,4.0,83.25
pp16,A34M93NJC830DP,5.0,4.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,4.0,6.0,5.0,83.0
pp16,ABM77ZQWCHPNX,4.0,4.0,4.0,7.0,4.0,7.0,4.0,7.0,2.0,7.0,7.0,7.0,4.0,6.0,6.0,7.0,7.0,1.0,95.0
pp16,ANUXUJE8QRE0C,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5.25,5.0,7.0,2.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,113.25
pp16,ARX0S1CIDJLOX,6.0,6.0,5.0,7.0,5.0,7.0,6.0,5.0,7.0,5.0,5.0,7.0,3.0,5.0,5.0,7.0,7.0,4.0,102.0
pp16,AGGR,5.43783307606,5.29873263126,5.11222850093,5.94968877317,4.83846612708,5.71214080727,5.13819640403,4.72327342891,3.94910994181,5.57532599926,5.02860840749,5.77336936576,4.23095320879,5.78512932197,5.6095816146,5.73773509538,6.5081177152,5.05407252521,95.4625629442
pp17,A1ITBXITLY2952,5.0,4.0,5.0,5.0,4.0,6.0,7.0,4.0,2.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,92.0
pp17,A1OLRUT93TXWEP,7.0,7.0,7.0,7.0,6.0,6.0,7.0,4.0,5.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,113.0
pp17,A1ZQ7A1CUV6RD8,6.0,6.0,1.0,7.0,5.0,6.0,6.0,7.0,3.0,7.0,6.0,6.0,1.0,7.0,7.0,7.0,7.0,5.0,100.0
pp17,A2F7D8EOTB663,6.0,6.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,6.0,5.0,6.0,6.0,7.0,5.0,7.0,113.0
pp17,A323WW03VM8089,5.0,5.0,6.0,6.0,6.0,4.0,4.0,7.0,4.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,7.0,4.0,93.0
pp17,A34M93NJC830DP,5.0,5.0,4.0,5.0,4.0,6.0,6.0,4.0,6.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,85.0
pp17,ABM77ZQWCHPNX,6.0,6.0,6.0,3.0,5.0,6.0,6.0,7.0,3.0,6.0,7.0,6.0,4.0,6.0,6.0,5.0,6.0,6.0,100.0
pp17,ANUXUJE8QRE0C,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,117.0
pp17,ARX0S1CIDJLOX,4.0,4.0,5.0,6.0,5.0,6.0,6.0,3.0,3.0,5.0,7.0,6.0,5.0,1.0,1.0,6.0,6.0,1.0,80.0
pp17,AGGR,5.6498633772,5.47556263843,5.30299141667,5.85096538673,5.12230560453,5.61139641861,6.4029270233,4.82119120769,4.38928726314,6.13791116197,6.02075351649,5.38770854578,4.92906556617,5.31374761961,5.48804835838,5.91391571239,5.8750727445,4.87644390431,98.5691574659
pp20,A1ITBXITLY2952,3.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,1.0,5.0,6.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,69.0
pp20,A1OLRUT93TXWEP,4.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,2.0,67.0
pp20,A1ZQ7A1CUV6RD8,5.0,5.0,4.0,6.0,4.0,5.0,6.0,7.0,6.0,6.0,2.0,5.0,2.0,6.0,6.0,6.0,7.0,6.0,94.0
pp20,A2F7D8EOTB663,6.0,5.0,5.0,6.0,5.0,7.0,6.0,5.0,7.0,7.0,7.0,5.0,6.0,7.0,7.0,7.0,6.0,6.0,110.0
pp20,A323WW03VM8089,4.0,3.0,2.0,3.0,3.0,4.0,4.0,5.25,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,6.0,3.0,65.25
pp20,A34M93NJC830DP,3.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,6.0,6.0,5.0,3.0,4.0,4.0,3.0,6.0,3.0,75.0
pp20,ABM77ZQWCHPNX,3.0,3.0,4.0,3.0,3.0,5.0,5.0,7.0,2.0,4.0,6.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,66.0
pp20,ANUXUJE8QRE0C,5.0,5.0,5.0,6.0,5.0,2.0,6.0,7.0,2.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,5.0,98.0
pp20,ARX0S1CIDJLOX,5.0,4.0,4.0,4.0,6.0,4.0,7.0,4.0,3.0,5.0,7.0,4.0,5.0,4.0,5.0,3.0,6.0,2.0,82.0
pp20,AGGR,3.9969536683,3.77524924401,3.85356524171,4.19736565603,3.69766798826,3.94494396699,5.16039555703,4.60522808916,3.79767328317,5.27171888136,5.66325026775,3.92663067631,3.89837257493,4.56701583607,4.66557881888,4.44024298474,5.66237012138,3.66148314392,78.785706
pp21,A1ITBXITLY2952,5.0,5.0,5.0,6.0,5.0,6.0,5.0,4.0,1.0,6.0,6.0,4.0,6.0,6.0,6.0,5.0,6.0,3.0,90.0
pp21,A1OLRUT93TXWEP,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,7.0,6.0,7.0,5.0,6.0,7.0,6.0,6.0,97.0
pp21,A1ZQ7A1CUV6RD8,5.0,6.0,3.0,6.0,6.0,6.0,6.0,5.25,2.0,7.0,7.0,6.0,1.0,7.0,6.0,7.0,6.0,2.0,94.25
pp21,A2F7D8EOTB663,6.0,7.0,6.0,7.0,7.0,7.0,5.0,5.0,1.0,6.0,7.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,106.0
